ligand_SMILES,ligand_stoichiometry,ligand_number_of_atoms,ligand_charge,ligand_multiplicity,ligand_dipole,ligand_molar_mass,ligand_molar_volume,ligand_electronic_spatial_extent,ligand_homo_energy,ligand_lumo_energy,ligand_electronegativity,ligand_hardness,ligand_electrophilicity,ligand_E_scf,ligand_zero_point_correction,ligand_E_thermal_correction,ligand_H_thermal_correction,ligand_G_thermal_correction,ligand_E_zpe,ligand_E,ligand_H,ligand_G,ligand_ES_root_dipole,ligand_ES_root_molar_volume,ligand_ES_root_electronic_spatial_extent,ligand_ES1_transition,ligand_ES1_osc_strength,ligand_ES1_<S**2>,ligand_ES2_transition,ligand_ES2_osc_strength,ligand_ES2_<S**2>,ligand_ES3_transition,ligand_ES3_osc_strength,ligand_ES3_<S**2>,ligand_ES4_transition,ligand_ES4_osc_strength,ligand_ES4_<S**2>,ligand_ES5_transition,ligand_ES5_osc_strength,ligand_ES5_<S**2>,ligand_ES6_transition,ligand_ES6_osc_strength,ligand_ES6_<S**2>,ligand_ES7_transition,ligand_ES7_osc_strength,ligand_ES7_<S**2>,ligand_ES8_transition,ligand_ES8_osc_strength,ligand_ES8_<S**2>,ligand_ES9_transition,ligand_ES9_osc_strength,ligand_ES9_<S**2>,ligand_ES10_transition,ligand_ES10_osc_strength,ligand_ES10_<S**2>,ligand_c_min_atom_number,ligand_c_min_atom=N,ligand_c_min_atom=C,ligand_c_min_atom=O,ligand_c_min_Mulliken_charge,ligand_c_min_APT_charge,ligand_c_min_NPA_charge,ligand_c_min_NPA_core,ligand_c_min_NPA_valence,ligand_c_min_NPA_Rydberg,ligand_c_min_NPA_total,ligand_c_min_NMR_shift,ligand_c_min_NMR_anisotropy,ligand_c_min_ES_root_Mulliken_charge,ligand_c_min_ES_root_NPA_charge,ligand_c_min_ES_root_NPA_core,ligand_c_min_ES_root_NPA_valence,ligand_c_min_ES_root_NPA_Rydberg,ligand_c_min_ES_root_NPA_total,ligand_c_min+1_atom_number,ligand_c_min+1_atom=C,ligand_c_min+1_atom=O,ligand_c_min+1_Mulliken_charge,ligand_c_min+1_APT_charge,ligand_c_min+1_NPA_charge,ligand_c_min+1_NPA_core,ligand_c_min+1_NPA_valence,ligand_c_min+1_NPA_Rydberg,ligand_c_min+1_NPA_total,ligand_c_min+1_NMR_shift,ligand_c_min+1_NMR_anisotropy,ligand_c_min+1_ES_root_Mulliken_charge,ligand_c_min+1_ES_root_NPA_charge,ligand_c_min+1_ES_root_NPA_core,ligand_c_min+1_ES_root_NPA_valence,ligand_c_min+1_ES_root_NPA_Rydberg,ligand_c_min+1_ES_root_NPA_total,ligand_c_max_atom_number,ligand_c_max_atom=P,ligand_c_max_Mulliken_charge,ligand_c_max_APT_charge,ligand_c_max_NPA_charge,ligand_c_max_NPA_core,ligand_c_max_NPA_valence,ligand_c_max_NPA_Rydberg,ligand_c_max_NPA_total,ligand_c_max_NMR_shift,ligand_c_max_NMR_anisotropy,ligand_c_max_ES_root_Mulliken_charge,ligand_c_max_ES_root_NPA_charge,ligand_c_max_ES_root_NPA_core,ligand_c_max_ES_root_NPA_valence,ligand_c_max_ES_root_NPA_Rydberg,ligand_c_max_ES_root_NPA_total,ligand_c_max-1_atom_number,ligand_c_max-1_atom=C,ligand_c_max-1_atom=H,ligand_c_max-1_atom=P,ligand_c_max-1_Mulliken_charge,ligand_c_max-1_APT_charge,ligand_c_max-1_NPA_charge,ligand_c_max-1_NPA_core,ligand_c_max-1_NPA_valence,ligand_c_max-1_NPA_Rydberg,ligand_c_max-1_NPA_total,ligand_c_max-1_NMR_shift,ligand_c_max-1_NMR_anisotropy,ligand_c_max-1_ES_root_Mulliken_charge,ligand_c_max-1_ES_root_NPA_charge,ligand_c_max-1_ES_root_NPA_core,ligand_c_max-1_ES_root_NPA_valence,ligand_c_max-1_ES_root_NPA_Rydberg,ligand_c_max-1_ES_root_NPA_total,ligand_c_min_%VBur,ligand_c_min+1_%VBur,ligand_c_max_%VBur,ligand_c_max-1_%VBur
COC1=CC=CC(OC)=C1C2=C(P(C3CCCCC3)C4CCCCC4)C=CC=C2,C26H35O2P,64,0,1,1.2873,410.5351,3590.496,11121.2605,-0.19257,-0.00075,0.09666,0.09591,0.09591,-1503.638474,0.561368,0.589629,0.590574,0.501758,-1503.077107,-1503.048845,-1503.047901,-1503.136717,6.5065,4043.665,11125.6804,280.38,0.0377,0,269.41,0.0308,0,256.74,0.0207,0,249.89,0.0114,0,243.17,0.001,0,241.02,0.0174,0,233.13,0.0039,0,231.78,0.0146,0,228.76,0.0054,0,226.27,0.0294,0,30,0,0,1,-0.511257,-0.819709,-0.52496,1.99974,6.51394,0.01129,8.52496,237.1955,87.194,-0.49048,-0.50605,1.99974,6.49476,0.01155,8.50605,28,0,1,-0.506788,-0.817173,-0.51735,1.99973,6.50616,0.01146,8.51735,232.5457,96.3626,-0.487784,-0.50216,1.99973,6.49074,0.01168,8.50216,7,1,0.41881,0.457131,0.85696,9.99861,4.10714,0.03729,14.14304,379.1754,52.7234,0.548628,1.2382,9.99766,3.72067,0.04347,13.7618,27,1,0,0,0.378122,0.578142,0.36021,1.99872,3.6194,0.02167,5.63979,39.482,124.7071,0.363356,0.35401,1.9987,3.6254,0.02188,5.64599,0.61989162,0.619412592,0.827041107,0.704469926
COC1=CC=CC(OC)=C1C2=C(P(C3CCCCC3)C4CCCCC4)C=CC=C2,C26H35O2P,64,0,1,1.2705,410.5351,3843.134,11141.1589,-0.1945,-0.00479,0.099645,0.094855,0.094855,-1503.638814,0.561456,0.589675,0.59062,0.501857,-1503.077358,-1503.049138,-1503.048194,-1503.136957,6.0638,3727.84,11144.417,286.76,0.0225,0,269.74,0.0255,0,253.88,0.0103,0,250.32,0.016,0,248.12,0.0232,0,245.74,0.0095,0,234.43,0.0302,0,232.58,0.0043,0,232.09,0.0083,0,224.2,0.0282,0,28,0,0,1,-0.511059,-0.827271,-0.52374,1.99974,6.51269,0.01131,8.52374,234.664,92.3577,-0.490874,-0.50557,1.99974,6.49426,0.01158,8.50557,30,0,1,-0.509475,-0.824423,-0.52005,1.99973,6.50893,0.01138,8.52005,234.3472,94.6588,-0.49399,-0.50847,1.99973,6.49716,0.01158,8.50847,7,1,0.416447,0.480695,0.85568,9.99862,4.10853,0.03718,14.14432,379.7057,41.2612,0.560149,1.26713,9.99761,3.69218,0.04308,13.73287,23,1,0,0,0.372778,0.578774,0.35873,1.99873,3.62099,0.02155,5.64127,39.4428,124.5474,0.355959,0.35019,1.99871,3.62937,0.02173,5.64981,0.639052723,0.653513368,0.823478339,0.709469776
COC1=CC=CC(OC)=C1C2=C(P(C3CCCCC3)C4CCCCC4)C=CC=C2,C26H35O2P,64,0,1,3.4602,410.5351,4017.776,10687.2097,-0.19333,-0.00551,0.09942,0.09391,0.09391,-1503.630992,0.561499,0.589634,0.590578,0.503219,-1503.069493,-1503.041358,-1503.040414,-1503.127773,7.4924,3373.416,10694.0808,290.73,0.02,0,268.8,0.0006,0,263.9,0.001,0,247.25,0.013,0,243.76,0.0093,0,240.97,0.0014,0,237.87,0.0002,0,235.02,0.0124,0,225.38,0.0217,0,224.12,0.0088,0,28,0,0,1,-0.507419,-0.820817,-0.52141,1.99973,6.51012,0.01156,8.52141,232.8097,93.5326,-0.501432,-0.52053,1.99973,6.50902,0.01177,8.52053,30,0,1,-0.508875,-0.810691,-0.52079,1.99973,6.50967,0.01139,8.52079,232.8488,94.6509,-0.498906,-0.51673,1.99973,6.50536,0.01164,8.51673,7,1,0.377392,0.492573,0.82554,9.99865,4.13703,0.03878,14.17446,343.1656,78.8576,0.586111,1.349,9.99758,3.60921,0.04421,13.651,27,1,0,0,0.356634,0.579882,0.34539,1.99873,3.63413,0.02174,5.65461,38.955,125.4836,0.341514,0.33246,1.99871,3.64672,0.02211,5.66754,0.674351067,0.63878327,0.799736535,0.753330739
COC1=CC=CC(OC)=C1C2=C(P(C3CCCCC3)C4CCCCC4)C=CC=C2,C26H35O2P,64,0,1,1.1873,410.5351,3581.673,11281.3718,-0.19679,-0.00745,0.10212,0.09467,0.09467,-1503.634069,0.561393,0.589648,0.590592,0.501722,-1503.072677,-1503.044421,-1503.043477,-1503.132348,5.7581,3542.314,11284.1546,287.67,0.0209,0,269.97,0.0263,0,257.82,0.011,0,252.92,0.0372,0,247.69,0.0035,0,245.23,0.0122,0,237.75,0.0562,0,232.93,0.0066,0,231.89,0.0042,0,222.22,0.0184,0,28,0,0,1,-0.511094,-0.836954,-0.52444,1.99973,6.51345,0.01126,8.52444,235.2999,91.1318,-0.490803,-0.50578,1.99973,6.49453,0.01152,8.50578,30,0,1,-0.506727,-0.821939,-0.51923,1.99973,6.50808,0.01143,8.51923,232.8084,94.3134,-0.493032,-0.51026,1.99973,6.49891,0.01162,8.51026,7,1,0.401553,0.509525,0.86046,9.99864,4.10242,0.03847,14.13954,359.4423,35.0719,0.561646,1.2898,9.99761,3.66901,0.04358,13.7102,23,1,0,0,0.374607,0.575475,0.36013,1.99873,3.61959,0.02155,5.63987,39.6575,124.0387,0.353283,0.34803,1.99872,3.63156,0.0217,5.65197,0.639142541,0.656866561,0.803149606,0.708451843
COC1=CC=CC(OC)=C1C2=C(P(C3CCCCC3)C4CCCCC4)C=CC=C2,C26H35O2P,64,0,1,1.1872,410.5351,3935.849,11281.3207,-0.19677,-0.00745,0.10211,0.09466,0.09466,-1503.634069,0.561392,0.589648,0.590592,0.501719,-1503.072677,-1503.044422,-1503.043478,-1503.13235,5.7591,3660.34,11284.105,287.7,0.0209,0,269.99,0.0264,0,257.82,0.011,0,252.92,0.0372,0,247.7,0.0035,0,245.24,0.0122,0,237.76,0.0562,0,232.93,0.0066,0,231.9,0.0042,0,222.23,0.0184,0,30,0,0,1,-0.511089,-0.836945,-0.52444,1.99973,6.51345,0.01126,8.52444,235.2961,91.142,-0.490802,-0.50578,1.99973,6.49453,0.01152,8.50578,28,0,1,-0.506736,-0.82195,-0.51923,1.99973,6.50808,0.01143,8.51923,232.8096,94.3095,-0.493037,-0.51026,1.99973,6.49891,0.01162,8.51026,7,1,0.401544,0.509566,0.86046,9.99864,4.10242,0.03847,14.13954,359.4307,35.0638,0.561662,1.28987,9.99761,3.66894,0.04358,13.71013,27,1,0,0,0.374615,0.575498,0.36014,1.99873,3.61958,0.02155,5.63986,39.6577,124.0379,0.353276,0.34803,1.99872,3.63156,0.0217,5.65197,0.639112601,0.656746804,0.803209485,0.708481782
COC1=CC=CC(OC)=C1C2=C(P(C3CCCCC3)C4CCCCC4)C=CC=C2,C26H35O2P,64,0,1,1.2274,410.5351,3969.888,11259.9917,-0.19915,-0.00606,0.102605,0.096545,0.096545,-1503.637676,0.561389,0.589607,0.590551,0.501946,-1503.076287,-1503.048069,-1503.047125,-1503.135729,6.134,4127.111,11264.1733,282.92,0.0091,0,263.48,0.0189,0,253.99,0.0071,0,249.37,0.011,0,246.95,0.0087,0,244.46,0.0287,0,236.55,0.024,0,233.47,0.0055,0,232.55,0.023,0,221.03,0.0341,0,30,0,0,1,-0.510743,-0.836756,-0.52311,1.99974,6.51212,0.01126,8.52311,234.8018,92.4492,-0.488303,-0.50263,1.99974,6.49135,0.01154,8.50263,28,0,1,-0.507769,-0.823751,-0.52156,1.99973,6.5104,0.01143,8.52156,232.3613,93.9106,-0.490826,-0.50749,1.99973,6.49612,0.01164,8.50749,7,1,0.408408,0.478548,0.8461,9.99862,4.11983,0.03545,14.1539,375.6215,51.8783,0.554532,1.25665,9.99759,3.705,0.04076,13.74335,27,1,0,0,0.36663,0.582306,0.35646,1.99873,3.62327,0.02154,5.64354,39.2838,124.1987,0.354161,0.34865,1.99871,3.63079,0.02185,5.65135,0.637166552,0.662584953,0.817101284,0.707523727
COC1=CC=CC(OC)=C1C2=C(P(C3CCCCC3)C4CCCCC4)C=CC=C2,C26H35O2P,64,0,1,1.2874,410.5351,3769.765,11121.4498,-0.19257,-0.00075,0.09666,0.09591,0.09591,-1503.638474,0.561368,0.58963,0.590574,0.501749,-1503.077106,-1503.048844,-1503.0479,-1503.136725,6.504,4223.532,11125.8712,280.37,0.0379,0,269.43,0.0309,0,256.71,0.0206,0,249.91,0.0115,0,243.16,0.001,0,241.03,0.0175,0,233.13,0.0039,0,231.77,0.0147,0,228.76,0.0054,0,226.27,0.0294,0,28,0,0,1,-0.511262,-0.819721,-0.52496,1.99974,6.51393,0.01129,8.52496,237.2019,87.1953,-0.490489,-0.50605,1.99974,6.49476,0.01155,8.50605,30,0,1,-0.506772,-0.817139,-0.51734,1.99973,6.50615,0.01146,8.51734,232.5446,96.3695,-0.487792,-0.50217,1.99973,6.49076,0.01168,8.50217,7,1,0.418819,0.457096,0.857,9.99861,4.1071,0.03729,14.143,379.1827,52.7237,0.548673,1.23816,9.99766,3.72072,0.04347,13.76184,23,1,0,0,0.378145,0.57812,0.36022,1.99872,3.61938,0.02167,5.63978,39.4821,124.7098,0.36336,0.35403,1.9987,3.62538,0.02188,5.64597,0.619801802,0.619562289,0.827011167,0.704469926
COC1=CC=CC(OC)=C1C2=C(P(C3CCCCC3)C4CCCCC4)C=CC=C2,C26H35O2P,64,0,1,1.2871,410.5351,3906.067,11121.2352,-0.19257,-0.00075,0.09666,0.09591,0.09591,-1503.638474,0.561368,0.58963,0.590574,0.501754,-1503.077106,-1503.048845,-1503.0479,-1503.13672,6.506,3208.555,11125.6559,280.38,0.0378,0,269.42,0.0308,0,256.73,0.0207,0,249.89,0.0115,0,243.17,0.001,0,241.02,0.0175,0,233.13,0.0039,0,231.77,0.0147,0,228.76,0.0054,0,226.27,0.0294,0,28,0,0,1,-0.51126,-0.819712,-0.52496,1.99974,6.51394,0.01129,8.52496,237.1978,87.1928,-0.490483,-0.50605,1.99974,6.49476,0.01155,8.50605,30,0,1,-0.506782,-0.817157,-0.51735,1.99973,6.50616,0.01146,8.51735,232.5456,96.3666,-0.487785,-0.50216,1.99973,6.49074,0.01168,8.50216,7,1,0.418812,0.457121,0.85698,9.99861,4.10712,0.03729,14.14302,379.1797,52.7317,0.548638,1.23818,9.99766,3.7207,0.04347,13.76182,23,1,0,0,0.378133,0.578132,0.36021,1.99872,3.61939,0.02167,5.63979,39.482,124.7081,0.363359,0.35402,1.9987,3.62539,0.02188,5.64598,0.620071255,0.619262896,0.827011167,0.704499865
COC1=CC=CC(OC)=C1C2=C(P(C3CCCCC3)C4CCCCC4)C=CC=C2,C26H35O2P,64,0,1,1.2873,410.5351,3699.307,11120.29,-0.19257,-0.00075,0.09666,0.09591,0.09591,-1503.638474,0.561369,0.58963,0.590574,0.501754,-1503.077105,-1503.048844,-1503.0479,-1503.13672,6.5057,4013.399,11124.7113,280.37,0.0378,0,269.43,0.0309,0,256.73,0.0206,0,249.9,0.0115,0,243.16,0.001,0,241.02,0.0175,0,233.13,0.0039,0,231.77,0.0147,0,228.75,0.0054,0,226.27,0.0294,0,28,0,0,1,-0.51126,-0.81967,-0.52495,1.99974,6.51393,0.01129,8.52495,237.1971,87.1979,-0.490474,-0.50603,1.99974,6.49474,0.01155,8.50603,30,0,1,-0.506783,-0.817147,-0.51735,1.99973,6.50615,0.01146,8.51735,232.5467,96.368,-0.487785,-0.50216,1.99973,6.49074,0.01168,8.50216,7,1,0.418838,0.457138,0.85701,9.99861,4.10709,0.0373,14.14299,379.1904,52.7349,0.548632,1.23812,9.99766,3.72076,0.04347,13.76188,23,1,0,0,0.378165,0.578114,0.36022,1.99872,3.61938,0.02167,5.63978,39.485,124.7077,0.363383,0.35403,1.9987,3.62538,0.02188,5.64597,0.620041316,0.619562289,0.827011167,0.704649561
COC1=CC=CC(OC)=C1C2=C(P(C3CCCCC3)C4CCCCC4)C=CC=C2,C26H35O2P,64,0,1,1.2276,410.5351,4048.625,11259.9476,-0.19915,-0.00606,0.102605,0.096545,0.096545,-1503.637676,0.561388,0.589606,0.590551,0.501944,-1503.076288,-1503.048069,-1503.047125,-1503.135732,6.134,4009.318,11264.1293,282.91,0.0091,0,263.48,0.0189,0,253.99,0.0071,0,249.36,0.011,0,246.95,0.0087,0,244.46,0.0287,0,236.55,0.024,0,233.47,0.0055,0,232.55,0.023,0,221.03,0.0341,0,30,0,0,1,-0.510752,-0.836785,-0.52312,1.99974,6.51212,0.01126,8.52312,234.8058,92.4511,-0.488314,-0.50263,1.99974,6.49136,0.01154,8.50263,28,0,1,-0.507776,-0.823761,-0.52157,1.99973,6.51041,0.01143,8.52157,232.3575,93.9117,-0.490828,-0.50749,1.99973,6.49612,0.01164,8.50749,7,1,0.408415,0.478539,0.84611,9.99862,4.11983,0.03545,14.15389,375.6318,51.8596,0.554526,1.25664,9.99759,3.70501,0.04075,13.74336,27,1,0,0,0.366637,0.582316,0.35646,1.99873,3.62326,0.02154,5.64354,39.2821,124.2001,0.354157,0.34864,1.99871,3.6308,0.02185,5.65136,0.637166552,0.662644831,0.817191102,0.707583605
COC1=CC=CC(OC)=C1C2=C(P(C3CCCCC3)C4CCCCC4)C=CC=C2,C26H35O2P,64,0,1,1.1876,410.5351,3463.619,11281.3734,-0.19678,-0.00745,0.102115,0.094665,0.094665,-1503.634069,0.561393,0.589648,0.590592,0.501721,-1503.072677,-1503.044421,-1503.043477,-1503.132349,5.7583,3660.416,11284.1565,287.69,0.0209,0,269.98,0.0263,0,257.82,0.011,0,252.92,0.0372,0,247.69,0.0035,0,245.24,0.0123,0,237.75,0.0562,0,232.94,0.0066,0,231.9,0.0042,0,222.22,0.0184,0,30,0,0,1,-0.511099,-0.836964,-0.52444,1.99973,6.51345,0.01126,8.52444,235.3001,91.1305,-0.490808,-0.50579,1.99973,6.49453,0.01152,8.50579,28,0,1,-0.506726,-0.821926,-0.51923,1.99973,6.50807,0.01143,8.51923,232.8069,94.316,-0.49303,-0.51025,1.99973,6.4989,0.01162,8.51025,7,1,0.40155,0.509544,0.86047,9.99864,4.10242,0.03847,14.13953,359.4452,35.0582,0.561652,1.28984,9.99761,3.66898,0.04358,13.71016,27,1,0,0,0.374608,0.575464,0.36013,1.99873,3.61959,0.02155,5.63987,39.656,124.04,0.353293,0.34803,1.99872,3.63155,0.0217,5.65197,0.639112601,0.656866561,0.803209485,0.708451843
COC1=CC=CC(OC)=C1C2=C(P(C3CCCCC3)C4CCCCC4)C=CC=C2,C26H35O2P,64,0,1,2.1799,410.5351,4231.789,11206.9715,-0.19985,-0.01005,0.10495,0.0949,0.0949,-1503.633919,0.560679,0.589196,0.59014,0.500467,-1503.07324,-1503.044724,-1503.04378,-1503.133452,5.0787,3593.029,11211.8442,288.44,0.0107,0,273.78,0.016,0,253.95,0.0283,0,250.54,0.0028,0,245.55,0.0062,0,240.17,0.0078,0,236.3,0.0563,0,231.25,0.0204,0,225.73,0.0523,0,222.65,0.0175,0,30,0,0,1,-0.525595,-0.787889,-0.56172,1.99974,6.54981,0.01216,8.56172,262.239,86.7441,-0.532147,-0.57009,1.99974,6.55839,0.01195,8.57009,28,0,1,-0.511178,-0.83076,-0.5229,1.99974,6.51185,0.01131,8.5229,234.5807,93.497,-0.493688,-0.50847,1.99974,6.49716,0.01157,8.50847,7,1,0.420069,0.482416,0.85128,9.99862,4.1145,0.0356,14.14872,374.5579,53.0556,0.607753,1.32037,9.99752,3.64313,0.03899,13.67963,27,1,0,0,0.34369,0.536283,0.34181,1.99874,3.63813,0.02132,5.65819,39.5674,124.1767,0.333953,0.33226,1.99872,3.64701,0.02201,5.66774,0.671387084,0.633843298,0.823568157,0.71201461
COC1=CC=CC(OC)=C1C2=C(P(C3CCCCC3)C4CCCCC4)C=CC=C2,C26H35O2P,64,0,1,2.0943,410.5351,4204.554,11211.1317,-0.19906,-0.00868,0.10387,0.09519,0.09519,-1503.635233,0.560741,0.589204,0.590148,0.50052,-1503.074492,-1503.046029,-1503.045085,-1503.134713,5.5036,3043.296,11216.817,288.15,0.0073,0,272.71,0.0175,0,251.44,0.0204,0,250.29,0.0027,0,248.08,0.0119,0,239.33,0.0036,0,236.45,0.0359,0,229.98,0.0073,0,225.17,0.0757,0,222.38,0.0086,0,30,0,0,1,-0.527612,-0.78713,-0.56261,1.99974,6.55093,0.01193,8.56261,263.9428,84.159,-0.531261,-0.56808,1.99974,6.5566,0.01173,8.56808,28,0,1,-0.510748,-0.815854,-0.52326,1.99974,6.51213,0.01139,8.52326,235.0942,92.0092,-0.49314,-0.50855,1.99974,6.49718,0.01164,8.50855,7,1,0.420549,0.487519,0.85272,9.99861,4.11287,0.0358,14.14728,378.8734,64.2133,0.596783,1.31192,9.99751,3.65094,0.03963,13.68808,27,1,0,0,0.348874,0.520352,0.34319,1.99873,3.63659,0.02149,5.65681,39.5132,124.6446,0.339863,0.33469,1.99871,3.64437,0.02222,5.66531,0.64572917,0.640849076,0.828238675,0.717104278
COC1=CC=CC(OC)=C1C2=C(P(C3CCCCC3)C4CCCCC4)C=CC=C2,C26H35O2P,64,0,1,1.1486,410.5351,4022.937,11239.1749,-0.19775,-0.0047,0.101225,0.096525,0.096525,-1503.638807,0.561307,0.589523,0.590467,0.501714,-1503.0775,-1503.049285,-1503.04834,-1503.137093,6.4616,3904.615,11244.3252,283.1,0.0081,0,264.43,0.022,0,252.16,0.0075,0,248.35,0.0046,0,247.08,0.0081,0,245.05,0.0314,0,236.09,0.015,0,233.07,0.004,0,232.61,0.0263,0,221.36,0.023,0,30,0,0,1,-0.511599,-0.820478,-0.52388,1.99973,6.51279,0.01136,8.52388,235.6877,90.5091,-0.490348,-0.50457,1.99973,6.49321,0.01163,8.50457,28,0,1,-0.508533,-0.820954,-0.52092,1.99973,6.50985,0.01134,8.52092,234.0023,92.3035,-0.489945,-0.50568,1.99973,6.49439,0.01156,8.50568,7,1,0.410956,0.485152,0.8481,9.99861,4.11743,0.03587,14.1519,379.0941,64.7117,0.553012,1.25609,9.99758,3.70528,0.04106,13.74391,27,1,0,0,0.369321,0.574504,0.35642,1.99872,3.6233,0.02155,5.64358,39.5835,124.1469,0.356075,0.34918,1.99871,3.63023,0.02188,5.65082,0.650040418,0.637705458,0.824915422,0.703272357
COC1=CC=CC(OC)=C1C2=C(P(C3CCCCC3)C4CCCCC4)C=CC=C2,C26H35O2P,64,0,1,1.1876,410.5351,3817.832,11281.4301,-0.19678,-0.00745,0.102115,0.094665,0.094665,-1503.634069,0.561393,0.589648,0.590592,0.501723,-1503.072677,-1503.044422,-1503.043478,-1503.132347,5.7583,3975.269,11284.2133,287.69,0.0209,0,269.98,0.0263,0,257.82,0.011,0,252.92,0.0372,0,247.69,0.0035,0,245.24,0.0123,0,237.75,0.0561,0,232.94,0.0066,0,231.89,0.0042,0,222.22,0.0184,0,30,0,0,1,-0.511092,-0.836959,-0.52444,1.99973,6.51345,0.01126,8.52444,235.2982,91.1344,-0.490803,-0.50579,1.99973,6.49453,0.01152,8.50579,28,0,1,-0.50673,-0.821931,-0.51923,1.99973,6.50808,0.01143,8.51923,232.807,94.3127,-0.493033,-0.51026,1.99973,6.49891,0.01162,8.51026,7,1,0.401544,0.509539,0.86046,9.99864,4.10242,0.03847,14.13954,359.4428,35.072,0.561658,1.28986,9.99761,3.66896,0.04358,13.71014,27,1,0,0,0.374605,0.575475,0.36013,1.99873,3.61959,0.02155,5.63987,39.6564,124.0388,0.353285,0.34803,1.99872,3.63156,0.0217,5.65197,0.639082662,0.656836622,0.803179546,0.708451843
COC1=CC=CC(OC)=C1C2=C(P(C3CCCCC3)C4CCCCC4)C=CC=C2,C26H35O2P,64,0,1,1.2872,410.5351,3381.102,11121.305,-0.19257,-0.00075,0.09666,0.09591,0.09591,-1503.638474,0.561368,0.58963,0.590574,0.501758,-1503.077106,-1503.048845,-1503.047901,-1503.136717,6.507,3485.673,11125.7248,280.38,0.0377,0,269.41,0.0308,0,256.73,0.0207,0,249.89,0.0114,0,243.17,0.001,0,241.02,0.0174,0,233.13,0.0039,0,231.78,0.0147,0,228.76,0.0054,0,226.27,0.0294,0,28,0,0,1,-0.511257,-0.819693,-0.52496,1.99974,6.51393,0.01129,8.52496,237.1938,87.1949,-0.490475,-0.50604,1.99974,6.49476,0.01155,8.50604,30,0,1,-0.506786,-0.817174,-0.51735,1.99973,6.50616,0.01146,8.51735,232.547,96.3625,-0.487785,-0.50216,1.99973,6.49074,0.01168,8.50216,7,1,0.418803,0.457132,0.85696,9.99861,4.10714,0.03729,14.14304,379.1758,52.7294,0.548629,1.23823,9.99766,3.72065,0.04347,13.76177,23,1,0,0,0.378114,0.578146,0.3602,1.99872,3.6194,0.02167,5.6398,39.4824,124.7055,0.363347,0.354,1.9987,3.62541,0.02188,5.646,0.619921559,0.619412592,0.826981228,0.704439987
COC1=CC=CC(OC)=C1C2=C(P(C3CCCCC3)C4CCCCC4)C=CC=C2,C26H35O2P,64,0,1,1.1486,410.5351,4259.435,11239.1945,-0.19775,-0.0047,0.101225,0.096525,0.096525,-1503.638807,0.561307,0.589523,0.590467,0.501714,-1503.0775,-1503.049285,-1503.04834,-1503.137094,6.4616,3273.455,11244.3449,283.1,0.0081,0,264.43,0.022,0,252.16,0.0075,0,248.35,0.0046,0,247.08,0.0081,0,245.05,0.0314,0,236.09,0.015,0,233.07,0.004,0,232.61,0.0263,0,221.36,0.023,0,30,0,0,1,-0.511599,-0.820479,-0.52388,1.99973,6.51279,0.01136,8.52388,235.6877,90.509,-0.490348,-0.50457,1.99973,6.49321,0.01163,8.50457,28,0,1,-0.508533,-0.820953,-0.52092,1.99973,6.50985,0.01134,8.52092,234.0023,92.304,-0.489945,-0.50568,1.99973,6.49439,0.01156,8.50568,7,1,0.410955,0.48515,0.8481,9.99861,4.11743,0.03587,14.1519,379.0934,64.7119,0.553012,1.25609,9.99758,3.70528,0.04106,13.74391,27,1,0,0,0.369322,0.574505,0.35642,1.99872,3.6233,0.02155,5.64358,39.5834,124.1471,0.356074,0.34918,1.99871,3.63023,0.02188,5.65082,0.650010479,0.637735397,0.824915422,0.703242418
COC1=CC=CC(OC)=C1C2=C(P(C3CCCCC3)C4CCCCC4)C=CC=C2,C26H35O2P,64,0,1,1.2866,410.5351,3488.041,11121.5523,-0.19257,-0.00075,0.09666,0.09591,0.09591,-1503.638474,0.561367,0.58963,0.590574,0.501752,-1503.077107,-1503.048845,-1503.047901,-1503.136722,6.5047,3697.323,11125.9725,280.37,0.0378,0,269.42,0.0308,0,256.71,0.0207,0,249.91,0.0115,0,243.17,0.001,0,241.03,0.0175,0,233.13,0.0039,0,231.77,0.0147,0,228.76,0.0054,0,226.27,0.0294,0,30,0,0,1,-0.511261,-0.819759,-0.52497,1.99974,6.51394,0.01129,8.52497,237.2018,87.1832,-0.490484,-0.50605,1.99974,6.49477,0.01155,8.50605,28,0,1,-0.506784,-0.817148,-0.51735,1.99973,6.50616,0.01146,8.51735,232.5491,96.3657,-0.487785,-0.50216,1.99973,6.49074,0.01168,8.50216,7,1,0.418813,0.45712,0.85699,9.99861,4.10712,0.03729,14.14301,379.1778,52.7401,0.548627,1.23812,9.99766,3.72076,0.04347,13.76188,27,1,0,0,0.378135,0.578125,0.36022,1.99872,3.61939,0.02167,5.63978,39.483,124.7077,0.363365,0.35404,1.9987,3.62538,0.02188,5.64596,0.620071255,0.61950241,0.82692135,0.704499865
